Country,Year,Age Group,,No Schooling,Primary Total,Primary Completed,Secondary Total,Secondary Completed,Tertiary Total,Tertiary Completed,Avg. Years of Total Schooling,Avg. Years of Primary Schooling,Avg. Years of Secondary Schooling,Avg. Years of Tertiary Schooling,"Population
(1000s)",Region
,2005,15,64,18.03,49.24,22.38,27.02,9.95,5.73,3.27,6.483,4.799,1.504,0.18,18626,Sub-Saharan Africa
,2010,15,64,15.24,54.19,23.12,23.85,14.09,6.72,4.03,6.468,4.719,1.534,0.215,21172,Sub-Saharan Africa
,2015,15,64,9.99,55.71,26.47,26.33,14.75,7.97,4.46,6.908,4.988,1.671,0.249,27030,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Lesotho,1950,15,64,43.71,55.19,6.21,1.04,0.79,0.07,0.04,2.597,2.544,0.05,0.002,402,Sub-Saharan Africa
,1955,15,64,38.6,60.05,7.46,1.28,1.01,0.07,0.04,2.874,2.809,0.062,0.002,422,Sub-Saharan Africa
,1960,15,64,33.71,64.7,8.34,1.51,1.19,0.08,0.04,3.124,3.049,0.073,0.002,449,Sub-Saharan Africa
,1965,15,64,28.33,69.9,10.3,1.73,1.41,0.05,0.04,3.435,3.351,0.083,0.002,488,Sub-Saharan Africa
,1970,15,64,26.85,68.98,10.7,4.07,3.46,0.1,0.05,3.721,3.521,0.196,0.003,534,Sub-Saharan Africa
,1975,15,64,25.57,66.9,11.71,7.45,6.42,0.1,0.06,4.109,3.749,0.357,0.003,590,Sub-Saharan Africa
,1980,15,64,23.33,65.99,11.81,10.28,8.95,0.41,0.18,4.487,3.967,0.508,0.012,662,Sub-Saharan Africa
,1985,15,64,21.41,64.31,12.67,13.72,12.32,0.57,0.3,4.807,4.103,0.686,0.017,752,Sub-Saharan Africa
,1990,15,64,19.44,61.94,15.51,17.83,16.03,0.78,0.42,5.255,4.336,0.895,0.024,808,Sub-Saharan Africa
,1995,15,64,17.13,58.45,16.57,23.33,20.86,1.09,0.58,5.8,4.595,1.172,0.033,874,Sub-Saharan Africa
,2000,15,64,14.89,54.75,18.09,29.1,26.06,1.27,0.71,6.374,4.877,1.458,0.04,971,Sub-Saharan Africa
,2005,15,64,9.61,52.53,18.36,36.62,36.29,1.24,0.72,7.213,5.288,1.886,0.039,1008,Sub-Saharan Africa
,2010,15,64,9.53,65.74,24.39,23.46,14.24,1.26,0.8,6.081,4.988,1.052,0.041,1014,Sub-Saharan Africa
,2015,15,64,7.42,62.13,24.92,29.17,18.36,1.28,0.83,6.611,5.263,1.306,0.042,1273,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Liberia,1950,15,64,91.27,6.4,3.39,1.5,0.75,0.82,0.55,0.578,0.433,0.117,0.027,457,Sub-Saharan Africa
,1955,15,64,90.57,6.97,3.64,1.63,0.79,0.83,0.56,0.616,0.466,0.122,0.028,503,Sub-Saharan Africa
,1960,15,64,88.46,8.82,4.39,1.94,0.93,0.8,0.58,0.722,0.56,0.134,0.028,560,Sub-Saharan Africa
,1965,15,64,85.84,9.2,3.4,4,1.88,0.95,0.65,0.941,0.675,0.233,0.032,630,Sub-Saharan Africa
,1970,15,64,84.25,8.24,2.52,6.42,2.89,1.09,0.74,1.155,0.774,0.345,0.037,720,Sub-Saharan Africa
,1975,15,64,78.66,9,2.51,11.02,4.64,1.24,0.84,1.666,1.081,0.544,0.042,828,Sub-Saharan Africa
,1980,15,64,72.17,11.81,5.41,14.45,5.58,1.57,1.02,2.225,1.478,0.695,0.052,956,Sub-Saharan Africa
,1985,15,64,65.55,15.71,8.59,16.77,6.29,1.97,1.25,2.728,1.853,0.81,0.064,1104,Sub-Saharan Africa
,1990,15,64,60.8,19.25,11.59,17.38,6.68,2.57,1.58,3.081,2.122,0.876,0.083,1079,Sub-Saharan Africa
,1995,15,64,60.86,18.68,12.05,17.32,7.09,3.14,1.9,3.171,2.149,0.921,0.101,1087,Sub-Saharan Africa
,2000,15,64,56.69,20.29,13.06,18.42,8.15,4.59,2.51,3.597,2.382,1.073,0.142,1558,Sub-Saharan Africa
,2005,15,64,52.12,23.25,14.96,19.75,10.18,4.88,2.61,3.964,2.624,1.19,0.15,1666,Sub-Saharan Africa
,2010,15,64,44.74,30.67,20.38,20.63,12.72,3.86,2.23,4.355,3.001,1.232,0.122,1902,Sub-Saharan Africa
,2015,15,64,39.79,32.92,22.13,23.98,13.05,3.32,1.88,4.703,3.289,1.31,0.104,2446,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Malawi,1950,15,64,64.98,34.66,3.04,0.31,0.1,0.05,0.03,0.979,0.96,0.017,0.001,1477,Sub-Saharan Africa
,1955,15,64,63.35,36.16,4.4,0.45,0.16,0.05,0.03,1.064,1.038,0.024,0.001,1633,Sub-Saharan Africa
,1960,15,64,62.02,37.35,4.99,0.58,0.21,0.05,0.03,1.121,1.09,0.03,0.001,1825,Sub-Saharan Africa
,1965,15,64,59.29,39.75,8.33,0.94,0.31,0.02,0.01,1.296,1.25,0.045,0.001,2060,Sub-Saharan Africa
,1970,15,64,49.64,48.09,7.95,2.11,0.69,0.16,0.09,1.627,1.515,0.108,0.005,2305,Sub-Saharan Africa
,1975,15,64,47.88,48.65,6.85,3.28,1.27,0.18,0.16,1.963,1.789,0.167,0.007,2654,Sub-Saharan Africa
,1980,15,64,48.49,46.8,15.7,4.44,1.61,0.27,0.18,2.503,2.268,0.226,0.009,3107,Sub-Saharan Africa
,1985,15,64,47.49,47.03,21.42,5.18,1.75,0.3,0.26,2.962,2.702,0.249,0.011,3625,Sub-Saharan Africa
,1990,15,64,43.35,50.41,17.21,5.86,2.16,0.38,0.25,3.142,2.871,0.259,0.013,4801,Sub-Saharan Africa
,1995,15,64,40.35,52.28,14.22,6.94,3.04,0.43,0.27,3.299,3.005,0.28,0.014,5294,Sub-Saharan Africa
,2000,15,64,32.99,57.51,12.31,9.16,4.97,0.34,0.26,3.73,3.373,0.346,0.012,5851,Sub-Saharan Africa
,2005,15,64,22.28,62.53,14.37,14.9,7.54,0.29,0.22,4.675,4.167,0.498,0.01,6395,Sub-Saharan Africa
,2010,15,64,15.65,65.81,16.72,18.29,8.42,0.24,0.18,5.011,4.393,0.609,0.008,7227,Sub-Saharan Africa
,2015,15,64,11.81,66.31,18.84,21.51,9.09,0.37,0.23,5.359,4.544,0.803,0.012,8754,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Mali,1950,15,64,95.98,3.81,0.54,0.15,0.06,0.06,0.03,0.155,0.143,0.01,0.002,1818,Sub-Saharan Africa
,1955,15,64,95.43,4.29,0.69,0.19,0.08,0.09,0.04,0.182,0.166,0.013,0.003,2063,Sub-Saharan Africa
,1960,15,64,94.95,4.71,0.76,0.23,0.1,0.1,0.05,0.204,0.185,0.016,0.003,2340,Sub-Saharan Africa
,1965,15,64,94.29,5.18,1.27,0.38,0.16,0.16,0.08,0.255,0.225,0.025,0.005,2573,Sub-Saharan Africa
,1970,15,64,93.2,6.11,1.59,0.5,0.21,0.2,0.1,0.312,0.273,0.033,0.006,2854,Sub-Saharan Africa
,1975,15,64,89.88,8.81,2.57,1.03,0.39,0.28,0.14,0.462,0.392,0.062,0.008,3225,Sub-Saharan Africa
,1980,15,64,86.96,10.82,3.39,1.91,0.72,0.31,0.17,0.647,0.531,0.106,0.01,3535,Sub-Saharan Africa
,1985,15,64,84.04,13.08,4.43,2.41,1,0.47,0.23,0.826,0.675,0.137,0.014,3914,Sub-Saharan Africa
,1990,15,64,81.94,14.79,5.36,2.72,1.08,0.55,0.29,0.951,0.782,0.152,0.017,4402,Sub-Saharan Africa
,1995,15,64,80.29,15.85,6.11,3.2,1.18,0.67,0.35,1.072,0.876,0.176,0.02,4984,Sub-Saharan Africa
,2000,15,64,77.93,16.39,6.73,4.67,1.29,1.01,0.49,1.296,1.023,0.243,0.03,5682,Sub-Saharan Africa
,2005,15,64,71.96,18.48,8.27,8.18,2.35,1.38,0.7,1.809,1.367,0.401,0.042,6635,Sub-Saharan Africa
,2010,15,64,72.74,11.86,5.88,13.84,4.25,1.55,0.93,2.14,1.449,0.641,0.05,7752,Sub-Saharan Africa
,2015,15,64,64.23,16.26,7.45,17.35,5.95,2.15,1.63,2.783,1.877,0.831,0.076,8636,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Mauritania,1950,15,64,69.62,29.56,10.55,0.68,0.2,0.13,0.06,1.297,1.251,0.042,0.004,446,Sub-Saharan Africa
,1955,15,64,68.18,30.91,11.3,0.76,0.23,0.14,0.07,1.372,1.32,0.047,0.004,499,Sub-Saharan Africa
,1960,15,64,66.9,31.94,12.1,0.94,0.31,0.21,0.09,1.458,1.39,0.061,0.006,557,Sub-Saharan Africa
,1965,15,64,65.61,32.97,13.19,1.14,0.39,0.26,0.13,1.553,1.469,0.076,0.008,622,Sub-Saharan Africa
,1970,15,64,64.09,33.76,14.29,1.69,0.61,0.45,0.21,1.7,1.57,0.117,0.013,684,Sub-Saharan Africa
,1975,15,64,62.89,34.15,15.46,2.36,0.87,0.6,0.3,1.846,1.666,0.162,0.018,761,Sub-Saharan Africa
,1980,15,64,61.54,33.34,16.15,4.24,1.62,0.88,0.43,2.162,1.856,0.28,0.026,854,Sub-Saharan Africa
,1985,15,64,59.07,34.28,17.86,5.54,2.23,1.11,0.61,2.504,2.103,0.366,0.034,960,Sub-Saharan Africa
,1990,15,64,55.13,35.9,20.1,7.71,3.45,1.28,0.73,2.855,2.341,0.474,0.04,1072,Sub-Saharan Africa
,1995,15,64,50.96,37.94,22.53,9.27,4.46,1.83,0.92,3.21,2.582,0.573,0.055,1222,Sub-Saharan Africa
,2000,15,64,45.36,41.26,25.78,11.09,5.54,2.29,1.15,3.647,2.899,0.679,0.069,1411,Sub-Saharan Africa
,2005,15,64,37.63,46.58,30.81,13.64,7.03,2.16,1.21,4.193,3.341,0.785,0.067,1644,Sub-Saharan Africa
,2010,15,64,30.2,51.91,35.71,16.03,8.69,1.86,1.13,4.704,3.762,0.882,0.06,1897,Sub-Saharan Africa
,2015,15,64,23.32,57.58,40.68,16.43,9.17,2.67,1.4,5.205,4.142,0.982,0.081,2282,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Mauritius,1950,15,64,49.4,43.03,10.13,7.3,5.46,0.25,0.11,2.51,2.048,0.455,0.007,257,Sub-Saharan Africa
,1955,15,64,44.38,45.12,10.02,9.85,7.16,0.66,0.28,2.931,2.284,0.628,0.019,293,Sub-Saharan Africa
,1960,15,64,38.18,46.24,10.96,14.81,10.55,0.84,0.28,3.603,2.655,0.925,0.022,336,Sub-Saharan Africa
,1965,15,64,30.92,49.52,15.26,18.56,13.25,1.01,0.34,4.301,3.117,1.157,0.027,385,Sub-Saharan Africa
,1970,15,64,23.84,52.65,18.98,22.46,15.94,1.06,0.41,4.975,3.56,1.386,0.029,445,Sub-Saharan Africa
,1975,15,64,20.85,52.03,11.71,25.51,18.05,1.61,0.58,5.183,3.539,1.6,0.044,514,Sub-Saharan Africa
,1980,15,64,19.36,49.71,8.36,28.47,20.61,2.45,0.91,5.516,3.598,1.85,0.067,586,Sub-Saharan Africa
,1985,15,64,15.09,48.94,7.23,33.02,24.23,2.94,1.2,6.09,3.842,2.165,0.083,647,Sub-Saharan Africa
,1990,15,64,11.07,45.46,5.77,41.77,32.07,1.72,0.74,6.851,4.146,2.656,0.049,687,Sub-Saharan Africa
,1995,15,64,8.34,45.57,8.87,43.85,28.28,2.24,0.91,7.066,4.399,2.604,0.063,752,Sub-Saharan Africa
,2000,15,64,6.4,44.35,10.33,46.53,21.68,2.37,1.04,7.072,4.575,2.429,0.068,808,Sub-Saharan Africa
,2005,15,64,4.47,38.18,9.07,52.94,32.12,4.41,1.7,8.163,4.859,3.182,0.122,856,Sub-Saharan Africa
,2010,15,64,2.48,30.85,7.52,61.53,48.4,5.14,2.28,9.441,5.151,4.142,0.148,912,Sub-Saharan Africa
,2015,15,64,1.81,27.75,6.87,64.54,50.73,5.9,2.46,9.81,5.265,4.378,0.167,889,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Mozambique,1950,15,64,86,13.29,5.12,0.67,0.19,0.05,0.03,0.519,0.496,0.022,0.002,3580,Sub-Saharan Africa
,1955,15,64,81.09,18.03,7.04,0.81,0.26,0.06,0.03,0.699,0.671,0.027,0.002,3861,Sub-Saharan Africa
,1960,15,64,76.38,22.62,9.16,0.94,0.32,0.07,0.04,0.879,0.845,0.032,0.002,4200,Sub-Saharan Africa
,1965,15,64,71.8,27.08,11.52,1.05,0.37,0.07,0.04,1.059,1.021,0.036,0.002,4596,Sub-Saharan Africa
,1970,15,64,72.21,26.57,11.86,1.13,0.4,0.1,0.04,1.064,1.022,0.039,0.003,5056,Sub-Saharan Africa
,1975,15,64,74.48,24.22,11.37,1.24,0.44,0.07,0.04,0.998,0.955,0.041,0.002,5626,Sub-Saharan Africa
,1980,15,64,70.58,27.62,14.07,1.74,0.71,0.03,0.02,1.189,1.131,0.058,0.001,6416,Sub-Saharan Africa
,1985,15,64,70.46,27.44,15.11,1.95,0.88,0.14,0.08,1.246,1.169,0.073,0.004,6910,Sub-Saharan Africa
,1990,15,64,75.88,21.88,12.61,2,0.98,0.25,0.13,1.064,0.975,0.082,0.008,6759,Sub-Saharan Africa
,1995,15,64,78.46,19.12,11.65,2.04,1.06,0.27,0.18,0.981,0.885,0.087,0.009,8308,Sub-Saharan Africa
,2000,15,64,76.39,20.4,12.73,2.85,1.45,0.36,0.2,1.133,0.989,0.134,0.011,9422,Sub-Saharan Africa
,2005,15,64,73.53,21.88,14.2,4.17,2,0.42,0.24,1.341,1.131,0.196,0.013,10427,Sub-Saharan Africa
,2010,15,64,66.62,25.31,17.31,7.58,3.58,0.48,0.27,2.028,1.662,0.351,0.015,11582,Sub-Saharan Africa
,2015,15,64,42.01,39.08,34.51,15.98,7.68,2.92,1.75,4.203,3.274,0.836,0.094,13977,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Namibia,1950,15,64,64.25,22.58,4.53,11.49,6.33,1.68,1.01,2.48,1.871,0.555,0.054,278,Sub-Saharan Africa
,1955,15,64,59.28,26.46,6.19,12.45,7.19,1.81,1.09,2.807,2.141,0.608,0.058,297,Sub-Saharan Africa
,1960,15,64,54,30.86,8.61,13.34,7.89,1.8,1.11,3.148,2.441,0.648,0.058,327,Sub-Saharan Africa
,1965,15,64,47.48,35.85,10.32,14.95,8.96,1.75,1.05,3.555,2.784,0.715,0.056,368,Sub-Saharan Africa
,1970,15,64,40.51,40.16,13.41,17.56,10.24,1.77,1.03,4.104,3.228,0.82,0.056,415,Sub-Saharan Africa
,1975,15,64,34.84,42.31,14.91,20.94,12.25,1.91,1.07,4.63,3.602,0.969,0.059,469,Sub-Saharan Africa
,1980,15,64,30.79,41.16,16.49,25.98,14.41,2.04,1.14,5.212,3.979,1.17,0.064,501,Sub-Saharan Africa
,1985,15,64,26.08,39.72,16.7,31.9,17.34,2.29,1.33,5.859,4.368,1.418,0.072,562,Sub-Saharan Africa
,1990,15,64,21.36,39.32,17.91,37.14,19.85,2.17,1.33,6.445,4.755,1.62,0.07,737,Sub-Saharan Africa
,1995,15,64,20.35,44.98,21.65,32.26,17.73,2.41,1.4,6.278,4.759,1.443,0.076,864,Sub-Saharan Africa
,2000,15,64,20.74,50.24,23.68,26.84,14.81,2.17,1.39,5.898,4.618,1.21,0.071,1007,Sub-Saharan Africa
,2005,15,64,19.82,48.5,25.18,29.9,16.03,1.78,1.17,6.162,4.796,1.307,0.059,1117,Sub-Saharan Africa
,2010,15,64,19.26,46.53,25.53,32.77,16.96,1.44,0.94,6.359,4.917,1.394,0.048,1252,Sub-Saharan Africa
,2015,15,64,17.75,45.23,25.9,31.97,16.48,5.05,2.16,6.766,5.081,1.541,0.144,1374,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Niger,1950,15,64,92.65,6.98,2.45,0.26,0.08,0.11,0.05,0.329,0.305,0.02,0.003,1403,Sub-Saharan Africa
,1955,15,64,92.17,7.44,2.65,0.27,0.08,0.13,0.06,0.353,0.327,0.022,0.004,1584,Sub-Saharan Africa
,1960,15,64,91.81,7.69,2.82,0.36,0.11,0.15,0.07,0.378,0.346,0.028,0.004,1761,Sub-Saharan Africa
,1965,15,64,91.67,7.65,2.97,0.51,0.16,0.18,0.08,0.402,0.36,0.037,0.005,1984,Sub-Saharan Africa
,1970,15,64,91,8.22,3.49,0.58,0.18,0.2,0.1,0.447,0.398,0.043,0.006,2291,Sub-Saharan Africa
,1975,15,64,90.06,8.68,4.01,0.97,0.33,0.26,0.12,0.529,0.455,0.067,0.008,2644,Sub-Saharan Africa
,1980,15,64,88.54,9.43,4.76,1.7,0.6,0.34,0.16,0.667,0.548,0.11,0.01,3054,Sub-Saharan Africa
,1985,15,64,86.28,10.72,5.86,2.54,0.99,0.46,0.23,0.855,0.677,0.163,0.014,3541,Sub-Saharan Africa
,1990,15,64,83.36,12.72,7.48,3.35,1.44,0.57,0.3,1.076,0.841,0.217,0.017,4136,Sub-Saharan Africa
,1995,15,64,80.54,14.87,9.22,3.88,1.8,0.72,0.39,1.28,0.998,0.259,0.022,4884,Sub-Saharan Africa
,2000,15,64,78.48,16.43,10.53,4.26,2.06,0.83,0.46,1.431,1.114,0.291,0.026,5776,Sub-Saharan Africa
,2005,15,64,76.3,17.64,11.74,5.14,2.48,0.93,0.52,1.619,1.245,0.345,0.029,6841,Sub-Saharan Africa
,2010,15,64,72.14,20.33,14.12,6.53,3.24,1,0.57,1.945,1.485,0.428,0.031,8083,Sub-Saharan Africa
,2015,15,64,65.13,24.25,14.72,8.83,2.92,1.79,0.93,2.427,1.807,0.566,0.054,9452,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Reunion,1950,15,64,48.22,39.22,10.25,4.95,1.81,7.62,4.23,2.887,1.865,0.785,0.237,140,Sub-Saharan Africa
,1955,15,64,56.25,30.38,8.24,4.36,1.6,9.01,4.92,2.766,1.634,0.853,0.279,155,Sub-Saharan Africa
,1960,15,64,43.78,45.3,12.5,6.86,2.51,4.06,2.31,2.752,1.991,0.634,0.128,172,Sub-Saharan Africa
,1965,15,64,35.94,52.24,17.41,11.41,3.32,0.41,0.25,2.931,2.332,0.585,0.013,198,Sub-Saharan Africa
,1970,15,64,29.71,52.69,22.1,17.14,5.13,0.46,0.25,3.636,2.75,0.872,0.014,235,Sub-Saharan Africa
,1975,15,64,23.53,51.28,28.55,24.63,6.89,0.57,0.28,4.504,3.255,1.231,0.017,262,Sub-Saharan Africa
,1980,15,64,18.76,48.4,31.68,32.12,8.84,0.71,0.34,5.265,3.644,1.6,0.021,296,Sub-Saharan Africa
,1985,15,64,15.06,44.94,31.68,39.07,10.97,0.93,0.47,5.901,3.916,1.957,0.028,339,Sub-Saharan Africa
,1990,15,64,11.9,41.62,31.25,45.32,12.96,1.16,0.61,6.464,4.146,2.283,0.035,384,Sub-Saharan Africa
,1995,15,64,9.16,38.37,30.51,51.08,14.79,1.4,0.76,6.974,4.346,2.585,0.043,428,Sub-Saharan Africa
,2000,15,64,7.22,34.62,29.2,56.53,16.38,1.63,0.92,7.421,4.503,2.867,0.051,474,Sub-Saharan Africa
,2005,15,64,5.55,30.73,27.37,61.84,18.14,1.88,1.07,7.847,4.639,3.149,0.059,517,Sub-Saharan Africa
,2010,15,64,6.04,22.66,21.23,68.59,20.36,2.71,1.46,8.29,4.662,3.544,0.083,556,Sub-Saharan Africa
,2015,15,64,4.32,27.71,27.24,65.74,19.58,2.23,1.29,8.216,4.772,3.373,0.07,565,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Rwanda,1950,15,64,94.29,4.46,0.6,1.16,0.32,0.09,0.05,0.318,0.265,0.05,0.003,1109,Sub-Saharan Africa
,1955,15,64,90.89,7.8,0.98,1.22,0.34,0.09,0.05,0.454,0.399,0.052,0.003,1274,Sub-Saharan Africa
,1960,15,64,82.95,15.23,1.88,1.7,0.51,0.13,0.05,0.804,0.726,0.074,0.004,1467,Sub-Saharan Africa
,1965,15,64,79.25,18.67,2.27,1.92,0.61,0.16,0.06,0.968,0.878,0.085,0.004,1605,Sub-Saharan Africa
,1970,15,64,75.36,22.02,4.56,2.4,0.83,0.21,0.08,1.229,1.113,0.11,0.006,1869,Sub-Saharan Africa
,1975,15,64,69.57,27.36,6.21,2.81,1.04,0.26,0.1,1.528,1.39,0.131,0.007,2170,Sub-Saharan Africa
,1980,15,64,65,31.41,8.94,3.37,1.37,0.25,0.09,1.762,1.587,0.168,0.007,2563,Sub-Saharan Africa
,1985,15,64,61.61,34.35,12.24,3.76,1.63,0.28,0.11,1.975,1.769,0.199,0.008,2946,Sub-Saharan Africa
,1990,15,64,58.41,36.15,16.16,5.11,2.17,0.33,0.13,2.284,1.998,0.277,0.009,3390,Sub-Saharan Africa
,1995,15,64,55.43,37.9,21.73,6.26,2.85,0.4,0.16,2.839,2.5,0.328,0.011,2601,Sub-Saharan Africa
,2000,15,64,52.07,39.57,28.28,7.69,3.53,0.67,0.22,3.479,3.061,0.401,0.018,4050,Sub-Saharan Africa
,2005,15,64,48.81,40.24,32.12,9.84,4.56,1.11,0.35,4.073,3.528,0.517,0.029,4884,Sub-Saharan Africa
,2010,15,64,43.67,41.33,35.29,13.28,6.4,1.73,0.55,4.517,3.762,0.709,0.045,5581,Sub-Saharan Africa
,2015,15,64,19.52,59.67,29.67,17,8.18,3.82,1.83,5.526,4.406,1.007,0.113,6449,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Senegal,1950,15,64,63.45,35,21.65,1.42,0.21,0.14,0.07,1.869,1.793,0.073,0.004,1513,Sub-Saharan Africa
,1955,15,64,60.97,37.13,20.85,1.72,0.32,0.18,0.1,1.95,1.853,0.091,0.006,1682,Sub-Saharan Africa
,1960,15,64,58.71,38.95,21.42,2.09,0.46,0.25,0.14,2.074,1.951,0.115,0.008,1876,Sub-Saharan Africa
,1965,15,64,57.28,39.31,18.18,2.98,0.73,0.42,0.21,2.112,1.929,0.171,0.013,2103,Sub-Saharan Africa
,1970,15,64,54.41,40.67,17.14,4.28,1.17,0.64,0.33,2.3,2.03,0.251,0.019,2405,Sub-Saharan Africa
,1975,15,64,51.24,42.27,15.44,5.59,1.92,0.89,0.46,2.49,2.12,0.343,0.027,2668,Sub-Saharan Africa
,1980,15,64,52.29,40.06,13.79,6.47,2.41,1.17,0.6,2.523,2.074,0.414,0.036,3014,Sub-Saharan Africa
,1985,15,64,54.12,37.4,10.52,7.21,2.96,1.27,0.72,2.453,1.947,0.466,0.04,3465,Sub-Saharan Africa
,1990,15,64,56.64,34.35,8.59,7.64,3.37,1.37,0.78,2.374,1.829,0.502,0.043,4003,Sub-Saharan Africa
,1995,15,64,59.45,31.43,7.04,7.8,3.86,1.32,0.76,2.263,1.701,0.52,0.042,4620,Sub-Saharan Africa
,2000,15,64,64.47,27.48,5.85,7.01,3.87,1.03,0.61,1.985,1.483,0.469,0.033,5398,Sub-Saharan Africa
,2005,15,64,69.99,22.91,4.07,6.57,3.71,0.54,0.35,1.666,1.236,0.412,0.018,6328,Sub-Saharan Africa
,2010,15,64,53.67,32.58,17.46,11.33,2.95,2.41,1.49,3.115,2.326,0.711,0.078,7334,Sub-Saharan Africa
,2015,15,64,53.36,24.58,11.66,18.49,5.95,3.57,2.15,3.693,2.411,1.168,0.114,7795,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Sierra Leone,1950,15,64,95.08,3.2,2.03,1.52,0.65,0.21,0.13,0.413,0.303,0.103,0.007,1120,Sub-Saharan Africa
,1955,15,64,94.6,3.36,2.12,1.8,0.75,0.24,0.15,0.464,0.335,0.122,0.008,1204,Sub-Saharan Africa
,1960,15,64,94.08,3.7,2.37,1.95,0.8,0.27,0.17,0.509,0.368,0.132,0.009,1300,Sub-Saharan Africa
,1965,15,64,92.43,4.57,3.8,2.66,0.97,0.27,0.18,0.679,0.498,0.172,0.009,1403,Sub-Saharan Africa
,1970,15,64,89.9,6.03,3.65,3.78,1.24,0.29,0.17,0.866,0.623,0.234,0.009,1519,Sub-Saharan Africa
,1975,15,64,86.73,7.82,4.56,5.12,1.56,0.33,0.19,1.136,0.815,0.311,0.01,1652,Sub-Saharan Africa
,1980,15,64,83.18,9.74,5.5,6.72,1.96,0.36,0.2,1.441,1.029,0.4,0.011,1815,Sub-Saharan Africa
,1985,15,64,79.26,11.52,6.32,8.64,2.41,0.59,0.33,1.809,1.27,0.521,0.018,2009,Sub-Saharan Africa
,1990,15,64,74.76,14.38,7.7,10.2,2.92,0.67,0.41,2.169,1.533,0.615,0.022,2249,Sub-Saharan Africa
,1995,15,64,69.31,18.53,9.67,11.38,3.27,0.78,0.49,2.553,1.838,0.689,0.025,2255,Sub-Saharan Africa
,2000,15,64,66.2,19.07,9.65,13.77,3.77,0.96,0.59,2.899,2.037,0.831,0.031,2433,Sub-Saharan Africa
,2005,15,64,63.52,17.37,8.63,17.91,4.79,1.2,0.74,3.361,2.248,1.075,0.039,2974,Sub-Saharan Africa
,2010,15,64,54.88,16.2,7.99,26.65,7.18,2.28,1.27,4.284,2.752,1.461,0.071,3289,Sub-Saharan Africa
,2015,15,64,45.43,28.08,13.73,25.22,6.98,1.51,0.88,4.415,3.084,1.283,0.048,3951,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
South Africa,1950,15,64,48.85,24.24,15.52,24.21,5.14,2.7,0.28,4.204,3.275,0.869,0.06,7913,Sub-Saharan Africa
,1955,15,64,46.51,25.21,16.08,25.4,5.44,2.88,0.3,4.404,3.425,0.915,0.064,8668,Sub-Saharan Africa
,1960,15,64,44.98,26.75,16.52,25.41,5.46,2.85,0.29,4.47,3.493,0.914,0.063,9601,Sub-Saharan Africa
,1965,15,64,40.87,29,10.5,26.91,5.97,3.22,0.32,4.545,3.491,0.983,0.071,10749,Sub-Saharan Africa
,1970,15,64,36.53,31.87,7.4,28.49,6.77,3.13,0.33,4.696,3.588,1.038,0.069,12261,Sub-Saharan Africa
,1975,15,64,31.02,38.82,10.96,28.08,7.65,2.08,0.22,4.897,3.853,0.997,0.046,14105,Sub-Saharan Africa
,1980,15,64,25.03,44.9,13.27,28.89,9.31,1.18,0.14,5.182,4.141,1.014,0.026,16185,Sub-Saharan Africa
,1985,15,64,17.63,51.04,7.3,29.53,4.71,1.75,0.15,5.213,4.232,0.944,0.038,18757,Sub-Saharan Africa
