Country,Year,Age Group,,No Schooling,Primary Total,Primary Completed,Secondary Total,Secondary Completed,Tertiary Total,Tertiary Completed,Avg. Years of Total Schooling,Avg. Years of Primary Schooling,Avg. Years of Secondary Schooling,Avg. Years of Tertiary Schooling,"Population
(1000s)",Region
,1960,15,64,78.53,14.82,6.17,5.48,0.92,1.2,0.7,1.399,1.03,0.331,0.038,992,Sub-Saharan Africa
,1965,15,64,76.86,15.3,6.73,6.39,1.2,1.47,0.86,1.573,1.132,0.394,0.047,1180,Sub-Saharan Africa
,1970,15,64,73.77,15.47,7.19,9.01,1.67,1.76,1.02,1.915,1.326,0.533,0.056,1483,Sub-Saharan Africa
,1975,15,64,69.33,12.86,6.14,15.52,2.57,2.28,1.26,2.566,1.638,0.857,0.071,1839,Sub-Saharan Africa
,1980,15,64,64.55,14.2,7.17,18.61,3.6,2.64,1.46,3.035,1.916,1.037,0.082,2331,Sub-Saharan Africa
,1985,15,64,60.52,15.98,8.52,20.55,4.33,2.94,1.73,3.396,2.145,1.158,0.093,2893,Sub-Saharan Africa
,1990,15,64,56.29,18.09,10.2,22.83,5.32,2.79,1.75,3.744,2.386,1.268,0.091,3427,Sub-Saharan Africa
,1995,15,64,46.44,26.37,15.79,22.7,5.82,4.49,2.49,4.433,2.896,1.397,0.14,3997,Sub-Saharan Africa
,2000,15,64,37.47,34.36,21.53,22.66,6.99,5.53,3.22,5.045,3.368,1.503,0.175,4666,Sub-Saharan Africa
,2005,15,64,31.54,38.44,25.16,24.65,9.2,5.37,3.24,5.519,3.709,1.638,0.172,5125,Sub-Saharan Africa
,2010,15,64,26.25,42.58,25.1,26.3,11.96,4.87,3.06,5.811,3.901,1.752,0.159,5705,Sub-Saharan Africa
,2015,15,64,26.01,45.68,31.19,21.79,11.35,6.51,3.46,5.872,4.004,1.668,0.199,6445,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Democratic Republic of the Congo,1950,15,64,70.36,27.75,5.78,1.87,0.63,0.02,0.01,1.183,1.119,0.064,0.001,2921,Sub-Saharan Africa
,1955,15,64,64.93,32.51,4.9,2.56,0.9,0,0,1.364,1.276,0.087,0,3322,Sub-Saharan Africa
,1960,15,64,59.5,37.05,6.69,3.4,1.23,0.05,0.03,1.641,1.519,0.12,0.001,3816,Sub-Saharan Africa
,1965,15,64,54.47,40.88,8.08,4.56,1.67,0.09,0.04,1.914,1.748,0.163,0.003,4381,Sub-Saharan Africa
,1970,15,64,50.56,42.94,9.3,6.17,2.26,0.33,0.13,2.201,1.957,0.234,0.009,5096,Sub-Saharan Africa
,1975,15,64,46.16,44.17,10.25,8.93,3.3,0.75,0.3,2.589,2.213,0.355,0.021,5920,Sub-Saharan Africa
,1980,15,64,40.22,43.4,10.98,15.46,5.78,0.92,0.41,3.237,2.614,0.596,0.027,6902,Sub-Saharan Africa
,1985,15,64,35.95,34.18,10.59,28.56,10.9,1.3,0.62,4.259,3.135,1.085,0.038,7951,Sub-Saharan Africa
,1990,15,64,32.52,34.74,4.89,30.95,13.87,1.79,0.86,4.479,3.145,1.281,0.053,9283,Sub-Saharan Africa
,1995,15,64,30.19,36.54,4.42,31.05,14.95,2.23,1.1,4.613,3.194,1.353,0.066,11069,Sub-Saharan Africa
,2000,15,64,29.98,36.93,4.81,31.14,15.61,1.95,1.12,4.633,3.208,1.364,0.061,12387,Sub-Saharan Africa
,2005,15,64,30.16,35.41,9.17,31.32,16.09,3.11,1.48,4.952,3.403,1.457,0.092,14257,Sub-Saharan Africa
,2010,15,64,31.85,31.42,11.74,32.03,16.82,4.7,2.16,5.231,3.499,1.595,0.137,16544,Sub-Saharan Africa
,2015,15,64,12.46,26.39,12.93,49.98,27.14,11.18,6.59,7.96,4.849,2.756,0.355,19182,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Gabon,1950,15,64,95.96,3.47,1.32,0.49,0.17,0.08,0.05,0.21,0.178,0.03,0.003,148,Sub-Saharan Africa
,1955,15,64,92.51,4.38,1.77,2.57,0.62,0.54,0.15,0.543,0.371,0.159,0.014,149,Sub-Saharan Africa
,1960,15,64,90,6.63,2.88,2.87,0.71,0.49,0.14,0.67,0.487,0.17,0.013,150,Sub-Saharan Africa
,1965,15,64,84.33,11.06,5.15,4.03,1.06,0.57,0.19,1.011,0.763,0.233,0.015,149,Sub-Saharan Africa
,1970,15,64,79.52,15.53,7.64,4.2,1.21,0.75,0.27,1.269,0.992,0.257,0.02,156,Sub-Saharan Africa
,1975,15,64,75.4,14.87,7.36,8.04,2.75,1.7,0.64,1.82,1.251,0.523,0.047,168,Sub-Saharan Africa
,1980,15,64,67.9,21.23,10.98,8.14,3.63,2.72,1.18,2.322,1.618,0.625,0.078,188,Sub-Saharan Africa
,1985,15,64,56.28,25.85,13.91,13.7,6.38,4.16,1.97,3.418,2.265,1.031,0.123,210,Sub-Saharan Africa
,1990,15,64,44.52,27.72,15.4,22.35,10.01,5.4,2.68,4.693,2.959,1.573,0.162,244,Sub-Saharan Africa
,1995,15,64,28.61,37.45,22.47,27.22,12.8,6.72,3.41,5.98,3.834,1.943,0.203,291,Sub-Saharan Africa
,2000,15,64,20.19,41.4,25.6,31.69,15.06,6.72,3.71,6.713,4.315,2.19,0.209,338,Sub-Saharan Africa
,2005,15,64,14.96,39.44,24.67,39.61,18.66,5.99,3.49,7.412,4.659,2.563,0.189,382,Sub-Saharan Africa
,2010,15,64,10.42,33.08,17.94,51.26,24.98,5.25,3.14,8.256,4.921,3.167,0.168,435,Sub-Saharan Africa
,2015,15,64,7.12,31.76,20,51.92,27.86,9.21,4.96,8.913,5.073,3.557,0.283,603,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Gambia,1950,15,64,94.3,1.15,0.37,4.35,0.59,0.21,0.13,0.524,0.319,0.198,0.007,81,Sub-Saharan Africa
,1955,15,64,93.57,1.22,0.4,4.95,0.72,0.26,0.16,0.598,0.361,0.228,0.008,85,Sub-Saharan Africa
,1960,15,64,92.86,1.55,0.54,5.28,0.79,0.3,0.18,0.653,0.398,0.245,0.01,98,Sub-Saharan Africa
,1965,15,64,92.01,1.44,0.51,6.24,1.08,0.3,0.19,0.751,0.452,0.29,0.01,113,Sub-Saharan Africa
,1970,15,64,91.23,1.62,0.61,6.84,1.25,0.31,0.2,0.823,0.496,0.317,0.01,126,Sub-Saharan Africa
,1975,15,64,87.6,3.39,1.64,8.72,1.67,0.27,0.18,1.097,0.69,0.398,0.009,147,Sub-Saharan Africa
,1980,15,64,84.28,4.2,2.17,10.75,2.11,0.77,0.41,1.424,0.882,0.518,0.024,175,Sub-Saharan Africa
,1985,15,64,79.71,5.07,2.83,13.82,2.6,1.4,0.79,1.883,1.15,0.689,0.044,202,Sub-Saharan Africa
,1990,15,64,71.39,9.92,6.93,16.59,3.08,2.1,1.23,2.545,1.627,0.851,0.067,249,Sub-Saharan Africa
,1995,15,64,67.5,7.84,6.36,21.92,3.85,2.74,1.7,3.113,1.906,1.118,0.089,297,Sub-Saharan Africa
,2000,15,64,64.59,5.86,4.66,26.88,4.4,2.67,1.65,3.569,2.088,1.394,0.086,358,Sub-Saharan Africa
,2005,15,64,58.22,6.4,5.46,33,4.92,2.39,1.51,4.159,2.353,1.728,0.078,420,Sub-Saharan Africa
,2010,15,64,53.59,5.55,4.82,38.57,5.38,2.3,1.41,4.594,2.672,1.848,0.074,482,Sub-Saharan Africa
,2015,15,64,44.6,10.36,9.88,38.62,19.18,6.5,2.22,5.65,3.192,2.284,0.174,539,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Ghana,1950,15,64,79.1,18.04,6.59,1.9,0.22,0.96,0.53,1.069,0.911,0.129,0.03,1383,Sub-Saharan Africa
,1955,15,64,76,19.66,7.47,3.29,0.27,1.04,0.6,1.272,1.074,0.166,0.033,1621,Sub-Saharan Africa
,1960,15,64,67.4,28.64,11.73,2.94,0.43,1.02,0.6,1.648,1.449,0.166,0.032,1897,Sub-Saharan Africa
,1965,15,64,58.87,18.7,8.06,21.63,4.55,0.8,0.47,2.945,2.149,0.77,0.026,2189,Sub-Saharan Africa
,1970,15,64,51.24,7.96,3.59,40.19,8.91,0.61,0.38,4.523,2.794,1.709,0.02,2389,Sub-Saharan Africa
,1975,15,64,44.23,7.67,3.67,46.89,10.4,1.21,0.65,5.485,3.226,2.222,0.037,2706,Sub-Saharan Africa
,1980,15,64,37.3,9.08,4.74,51.89,12.04,1.73,0.94,6.317,3.632,2.631,0.053,2977,Sub-Saharan Africa
,1985,15,64,31.18,7.85,4.31,58.55,14.28,2.42,1.41,7.234,4.023,3.135,0.077,3497,Sub-Saharan Africa
,1990,15,64,27.44,7.91,4.66,61.62,16.02,3.03,1.81,7.655,4.256,3.302,0.097,4071,Sub-Saharan Africa
,1995,15,64,26.05,10.97,6.67,59.43,17.64,3.55,2.19,7.703,4.308,3.28,0.115,4752,Sub-Saharan Africa
,2000,15,64,23.2,16.37,10.41,56.79,18.3,3.63,2.39,7.82,4.429,3.271,0.12,5537,Sub-Saharan Africa
,2005,15,64,21.36,12.11,7.94,62.87,21.56,3.66,2.22,8.321,4.654,3.54,0.127,6398,Sub-Saharan Africa
,2010,15,64,20.12,10.7,6.3,65.01,26.13,4.17,2.42,8.405,4.661,3.612,0.132,7275,Sub-Saharan Africa
,2015,15,64,18.16,9.31,6.33,65.28,26.77,7.24,3.39,8.762,4.821,3.728,0.213,8293,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Kenya,1950,15,64,68.39,28.7,11.43,2.56,0.22,0.36,0.23,1.748,1.608,0.128,0.012,1753,Sub-Saharan Africa
,1955,15,64,64.5,32.18,13.89,2.92,0.26,0.4,0.25,2.004,1.845,0.146,0.013,1901,Sub-Saharan Africa
,1960,15,64,59.73,36.54,16.26,3.38,0.27,0.4,0.25,2.29,2.112,0.165,0.013,2054,Sub-Saharan Africa
,1965,15,64,56.8,37.96,18.21,4.69,0.28,0.55,0.33,2.577,2.333,0.226,0.018,2306,Sub-Saharan Africa
,1970,15,64,51.42,40.21,22.04,7.81,0.41,0.58,0.38,3.141,2.766,0.355,0.019,2683,Sub-Saharan Africa
,1975,15,64,40.97,45.57,20.05,12.13,0.59,1.33,0.69,3.854,3.237,0.576,0.04,3170,Sub-Saharan Africa
,1980,15,64,31.1,50.05,22.21,16.81,0.94,2.05,1.03,4.721,3.846,0.813,0.061,3801,Sub-Saharan Africa
,1985,15,64,24.35,52.74,23.98,20.19,1.58,2.77,1.45,5.382,4.292,1.005,0.084,4599,Sub-Saharan Africa
,1990,15,64,19.42,53.35,26.55,23.59,2.77,3.59,1.89,6.023,4.699,1.214,0.11,5605,Sub-Saharan Africa
,1995,15,64,18.59,50.21,26.67,26.56,4.83,4.64,2.49,6.395,4.87,1.384,0.141,6855,Sub-Saharan Africa
,2000,15,64,16.61,48.29,23.78,29.32,8.09,5.78,3.2,6.734,4.976,1.579,0.179,8080,Sub-Saharan Africa
,2005,15,64,14.67,46.39,22.56,32.14,13.16,6.83,3.9,7.191,5.141,1.835,0.215,9327,Sub-Saharan Africa
,2010,15,64,12.9,52.54,22.73,26.69,17.21,7.86,4.72,6.966,4.93,1.784,0.252,10691,Sub-Saharan Africa
,2015,15,64,7.48,53.98,23.55,28.92,17.81,9.62,5.29,7.37,5.131,1.941,0.298,13367,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Lesotho,1950,15,64,51.73,46.44,6.19,1.73,1.42,0.1,0.06,2.34,2.251,0.085,0.003,185,Sub-Saharan Africa
,1955,15,64,48.17,49.67,6.9,2.05,1.72,0.11,0.07,2.54,2.436,0.101,0.004,192,Sub-Saharan Africa
,1960,15,64,44.21,53.32,7.52,2.35,1.97,0.12,0.08,2.751,2.631,0.116,0.004,202,Sub-Saharan Africa
,1965,15,64,40.1,57.27,8.62,2.57,2.23,0.12,0.09,2.984,2.851,0.128,0.004,212,Sub-Saharan Africa
,1970,15,64,40.27,54.73,8.39,4.84,4.26,0.17,0.1,3.169,2.925,0.239,0.005,232,Sub-Saharan Africa
,1975,15,64,41.02,51.15,8.36,7.74,6.72,0.18,0.12,3.396,3.014,0.376,0.006,254,Sub-Saharan Africa
,1980,15,64,38.51,51.23,8.48,9.9,8.68,0.36,0.17,3.709,3.209,0.489,0.011,286,Sub-Saharan Africa
,1985,15,64,35.7,51.78,9.22,11.98,10.8,0.53,0.28,3.947,3.329,0.602,0.016,328,Sub-Saharan Africa
,1990,15,64,32.62,50.85,10.1,15.81,14.03,0.73,0.39,4.344,3.531,0.791,0.022,352,Sub-Saharan Africa
,1995,15,64,28.62,50.36,10.84,19.97,17.72,1.05,0.53,4.843,3.805,1.006,0.032,384,Sub-Saharan Africa
,2000,15,64,24.97,49.36,11.93,24.5,21.73,1.18,0.65,5.353,4.088,1.228,0.037,425,Sub-Saharan Africa
,2005,15,64,17.36,49.6,12.26,31.86,31.59,1.17,0.67,6.271,4.588,1.646,0.037,448,Sub-Saharan Africa
,2010,15,64,16.86,63.27,17.06,18.81,11.8,1.06,0.68,5.156,4.268,0.853,0.035,460,Sub-Saharan Africa
,2015,15,64,12.44,62.78,19.15,23.57,15.3,1.21,0.78,5.778,4.665,1.074,0.04,632,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Liberia,1950,15,64,86.28,10.32,4.73,2.15,1.41,1.24,0.86,0.879,0.655,0.181,0.042,224,Sub-Saharan Africa
,1955,15,64,85.25,11.09,5,2.42,1.48,1.24,0.86,0.936,0.702,0.191,0.042,247,Sub-Saharan Africa
,1960,15,64,81.96,13.93,6,2.94,1.63,1.2,0.85,1.097,0.847,0.209,0.041,277,Sub-Saharan Africa
,1965,15,64,78.27,14.28,4.97,6.03,2.64,1.41,1.04,1.418,1.024,0.345,0.049,312,Sub-Saharan Africa
,1970,15,64,76.57,12.09,3.61,9.72,4.08,1.62,1.2,1.718,1.151,0.511,0.056,358,Sub-Saharan Africa
,1975,15,64,68.21,13.16,3.76,16.74,6.62,1.78,1.2,2.487,1.619,0.808,0.06,412,Sub-Saharan Africa
,1980,15,64,58.81,16.88,8.29,22.04,8.18,2.27,1.54,3.332,2.214,1.043,0.076,476,Sub-Saharan Africa
,1985,15,64,50.34,21.58,12.66,25.16,9.28,2.92,1.84,4.016,2.712,1.208,0.095,551,Sub-Saharan Africa
,1990,15,64,44.86,25.65,16.3,25.55,9.9,3.94,2.33,4.453,3.028,1.3,0.125,537,Sub-Saharan Africa
,1995,15,64,45.12,25.09,17.03,24.97,10.49,4.82,2.71,4.555,3.051,1.353,0.151,541,Sub-Saharan Africa
,2000,15,64,39.91,27.19,18.27,26.37,12.04,6.53,3.37,5.08,3.338,1.544,0.198,775,Sub-Saharan Africa
,2005,15,64,37.01,28.67,19.15,27.54,14.69,6.79,3.25,5.369,3.494,1.674,0.201,830,Sub-Saharan Africa
,2010,15,64,33.08,33.67,23.32,27.64,17.82,5.51,2.66,5.557,3.699,1.695,0.164,949,Sub-Saharan Africa
,2015,15,64,30.39,34.03,23.8,30.85,17.77,4.73,2.14,5.749,3.869,1.742,0.137,1219,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Malawi,1950,15,64,53.13,46.36,6.89,0.47,0.16,0.05,0.03,1.383,1.357,0.025,0.001,709,Sub-Saharan Africa
,1955,15,64,51.24,47.98,9.57,0.74,0.27,0.05,0.03,1.517,1.478,0.038,0.001,782,Sub-Saharan Africa
,1960,15,64,49.79,49.17,10.76,0.99,0.38,0.05,0.03,1.601,1.55,0.05,0.001,876,Sub-Saharan Africa
,1965,15,64,46.62,51.73,15.61,1.61,0.5,0.04,0.02,1.844,1.766,0.077,0.001,988,Sub-Saharan Africa
,1970,15,64,34.32,61.92,14.9,3.51,1,0.26,0.15,2.292,2.108,0.176,0.008,1102,Sub-Saharan Africa
,1975,15,64,33.76,60.77,12.02,5.18,2.2,0.29,0.26,2.652,2.372,0.269,0.011,1270,Sub-Saharan Africa
,1980,15,64,32.05,60.51,11.06,7,2.8,0.44,0.3,3.072,2.695,0.363,0.015,1477,Sub-Saharan Africa
,1985,15,64,32.13,59.43,13.63,7.95,2.88,0.49,0.41,3.415,3.005,0.392,0.018,1729,Sub-Saharan Africa
,1990,15,64,30.24,60.31,15.61,8.86,3.45,0.6,0.39,3.76,3.34,0.4,0.02,2310,Sub-Saharan Africa
,1995,15,64,29.29,59.8,17,10.27,4.83,0.64,0.41,4.049,3.601,0.427,0.021,2580,Sub-Saharan Africa
,2000,15,64,23.19,63.53,16.79,12.77,7.72,0.51,0.38,4.549,4.023,0.508,0.018,2853,Sub-Saharan Africa
,2005,15,64,15.33,65.61,16.29,18.64,10.05,0.42,0.32,5.294,4.631,0.648,0.015,3143,Sub-Saharan Africa
,2010,15,64,10.8,67.8,16.09,21.06,10.02,0.34,0.25,5.394,4.676,0.706,0.012,3592,Sub-Saharan Africa
,2015,15,64,7.99,66.87,15.15,24.6,10.12,0.54,0.31,5.621,4.708,0.897,0.017,4276,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Mali,1950,15,64,94.17,5.51,0.82,0.25,0.1,0.08,0.04,0.227,0.209,0.015,0.002,906,Sub-Saharan Africa
,1955,15,64,93.31,6.25,1.12,0.33,0.14,0.11,0.06,0.272,0.248,0.021,0.004,1024,Sub-Saharan Africa
,1960,15,64,92.6,6.86,1.24,0.4,0.17,0.15,0.08,0.306,0.275,0.026,0.005,1158,Sub-Saharan Africa
,1965,15,64,91.79,7.33,1.99,0.64,0.26,0.24,0.13,0.381,0.332,0.041,0.007,1270,Sub-Saharan Africa
,1970,15,64,89.99,8.87,2.63,0.83,0.36,0.31,0.17,0.478,0.414,0.055,0.01,1407,Sub-Saharan Africa
,1975,15,64,85.64,12.2,3.89,1.7,0.62,0.48,0.25,0.691,0.575,0.102,0.014,1596,Sub-Saharan Africa
,1980,15,64,82.3,14.11,4.73,3.08,1.16,0.51,0.28,0.927,0.739,0.172,0.016,1743,Sub-Saharan Africa
,1985,15,64,78.87,16.61,5.88,3.73,1.56,0.79,0.39,1.153,0.913,0.217,0.024,1922,Sub-Saharan Africa
,1990,15,64,76.61,18.32,6.58,4.15,1.59,0.92,0.48,1.29,1.025,0.237,0.028,2155,Sub-Saharan Africa
,1995,15,64,74.96,19.12,6.72,4.82,1.68,1.1,0.57,1.411,1.11,0.268,0.033,2437,Sub-Saharan Africa
,2000,15,64,72.44,19.14,6.41,6.84,1.95,1.59,0.77,1.668,1.256,0.365,0.047,2778,Sub-Saharan Africa
,2005,15,64,65.97,21.42,6.96,10.6,3.45,2.01,1.02,2.203,1.595,0.547,0.061,3262,Sub-Saharan Africa
,2010,15,64,71.64,13.51,3.92,13.74,4.23,1.11,0.63,2.052,1.408,0.609,0.035,3831,Sub-Saharan Africa
,2015,15,64,60.61,18.43,5.11,18.67,6.12,2.29,1.75,2.923,1.958,0.884,0.081,4275,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Mauritania,1950,15,64,66.71,32.29,11.5,0.76,0.25,0.18,0.09,1.427,1.371,0.051,0.005,229,Sub-Saharan Africa
,1955,15,64,65.21,33.72,12.38,0.84,0.3,0.21,0.11,1.509,1.446,0.057,0.006,254,Sub-Saharan Africa
,1960,15,64,63.76,34.78,13.29,1.11,0.43,0.33,0.16,1.618,1.528,0.08,0.01,282,Sub-Saharan Africa
,1965,15,64,62.06,36.1,14.63,1.4,0.55,0.43,0.22,1.747,1.632,0.102,0.013,312,Sub-Saharan Africa
,1970,15,64,59.66,37.24,15.95,2.3,0.93,0.79,0.39,1.98,1.781,0.175,0.024,340,Sub-Saharan Africa
,1975,15,64,58.1,37.46,17.21,3.37,1.35,1.07,0.56,2.189,1.906,0.25,0.033,375,Sub-Saharan Africa
,1980,15,64,56.64,35.29,17.17,6.52,2.56,1.55,0.77,2.607,2.114,0.446,0.046,420,Sub-Saharan Africa
,1985,15,64,52.73,36.8,19.17,8.47,3.45,2.01,1.09,3.106,2.462,0.583,0.062,468,Sub-Saharan Africa
,1990,15,64,47.11,39.3,21.95,11.38,5.06,2.28,1.28,3.602,2.803,0.728,0.071,521,Sub-Saharan Africa
,1995,15,64,40.97,42.48,25.22,13.38,6.38,3.17,1.6,4.105,3.146,0.864,0.095,595,Sub-Saharan Africa
,2000,15,64,33.35,47.31,29.44,15.27,7.64,4.07,2.01,4.685,3.565,0.999,0.122,690,Sub-Saharan Africa
,2005,15,64,25.29,53.03,34.5,18.14,9.34,3.53,2.01,5.214,4.012,1.091,0.111,808,Sub-Saharan Africa
,2010,15,64,20.19,56.42,32.81,20.55,11.05,2.84,1.8,5.406,4.15,1.163,0.093,936,Sub-Saharan Africa
,2015,15,64,15.29,60.24,41.2,20.44,11.32,4.03,2.1,5.956,4.568,1.264,0.123,1142,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Mauritius,1950,15,64,37.6,53.38,12.46,8.54,6.61,0.44,0.24,3.079,2.514,0.551,0.014,128,Sub-Saharan Africa
,1955,15,64,32.93,54.16,11.94,11.98,9.07,0.94,0.48,3.574,2.758,0.788,0.028,145,Sub-Saharan Africa
,1960,15,64,26.93,53.33,12.8,18.73,13.99,1.19,0.42,4.415,3.179,1.205,0.032,166,Sub-Saharan Africa
,1965,15,64,20.65,54.32,18.84,23.49,17.67,1.54,0.44,5.255,3.696,1.519,0.04,190,Sub-Saharan Africa
,1970,15,64,14.18,55.93,21.4,28.26,20.8,1.64,0.63,5.954,4.114,1.795,0.045,221,Sub-Saharan Africa
,1975,15,64,12.26,54.56,12.75,30.81,22.56,2.38,0.84,6.068,4.01,1.993,0.064,252,Sub-Saharan Africa
,1980,15,64,13.43,50.48,8.45,32.55,23.96,3.54,1.39,6.214,3.933,2.182,0.099,288,Sub-Saharan Africa
,1985,15,64,9.72,49.9,7.25,36.12,26.67,4.17,2.01,6.697,4.131,2.442,0.124,324,Sub-Saharan Africa
,1990,15,64,6.55,44.81,5.53,46.12,35.77,2.52,1.18,7.493,4.428,2.991,0.074,346,Sub-Saharan Africa
,1995,15,64,4.82,44.68,8.79,47.44,30.79,3.06,1.39,7.592,4.634,2.869,0.089,379,Sub-Saharan Africa
,2000,15,64,3.57,43.72,10.44,49.32,22.82,3.21,1.58,7.484,4.773,2.616,0.096,403,Sub-Saharan Africa
,2005,15,64,2.51,37.41,9.07,54.86,32.97,5.22,2.28,8.48,5,3.33,0.15,427,Sub-Saharan Africa
,2010,15,64,1.47,29.9,7.39,62.81,48.69,5.83,2.94,9.652,5.237,4.24,0.175,459,Sub-Saharan Africa
,2015,15,64,1.3,27.49,6.81,63.95,49.31,7.26,3.21,9.91,5.301,4.399,0.209,445,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Mozambique,1950,15,64,80.87,17.85,6.95,1.22,0.33,0.06,0.03,0.723,0.684,0.037,0.002,1742,Sub-Saharan Africa
,1955,15,64,71.92,26.53,10.51,1.47,0.46,0.08,0.04,1.053,1.004,0.047,0.002,1875,Sub-Saharan Africa
,1960,15,64,63.3,34.96,14.37,1.66,0.56,0.09,0.05,1.378,1.321,0.055,0.003,2036,Sub-Saharan Africa
,1965,15,64,55.01,43.08,18.68,1.8,0.64,0.1,0.06,1.703,1.639,0.06,0.003,2227,Sub-Saharan Africa
,1970,15,64,55.7,42.32,19.2,1.85,0.67,0.13,0.07,1.705,1.637,0.064,0.004,2451,Sub-Saharan Africa
,1975,15,64,59.32,38.61,18.49,1.98,0.73,0.09,0.05,1.599,1.531,0.066,0.003,2730,Sub-Saharan Africa
,1980,15,64,53.96,43.19,22.2,2.76,1.15,0.06,0.04,1.871,1.776,0.093,0.002,3104,Sub-Saharan Africa
,1985,15,64,56.14,40.46,22.01,3.17,1.43,0.22,0.12,1.856,1.732,0.117,0.007,3319,Sub-Saharan Africa
,1990,15,64,64.57,31.77,17.92,3.25,1.6,0.41,0.22,1.571,1.425,0.133,0.013,3116,Sub-Saharan Africa
,1995,15,64,69.72,26.65,15.84,3.22,1.69,0.45,0.29,1.399,1.245,0.139,0.015,3821,Sub-Saharan Africa
,2000,15,64,67.34,27.26,16.67,4.84,2.43,0.56,0.32,1.61,1.368,0.224,0.017,4389,Sub-Saharan Africa
,2005,15,64,63.86,29.16,18.6,6.43,3.15,0.56,0.33,1.86,1.543,0.299,0.018,4932,Sub-Saharan Africa
,2010,15,64,56.36,33.1,19.12,10.1,4.83,0.44,0.28,2.528,2.056,0.458,0.015,5576,Sub-Saharan Africa
,2015,15,64,31.07,45.1,39.45,19.57,9.09,4.25,2.36,5.053,3.874,1.047,0.132,6655,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Namibia,1950,15,64,58.3,27.45,7.05,12.15,6.91,2.12,1.38,2.885,2.207,0.609,0.07,136,Sub-Saharan Africa
,1955,15,64,53.47,31.02,9,13.23,7.86,2.28,1.5,3.231,2.487,0.668,0.076,145,Sub-Saharan Africa
,1960,15,64,48.81,34.87,11.01,14.12,8.7,2.21,1.48,3.53,2.749,0.708,0.074,162,Sub-Saharan Africa
,1965,15,64,42.75,39.26,11.24,15.83,9.93,2.11,1.37,3.872,3.024,0.779,0.069,184,Sub-Saharan Africa
,1970,15,64,36.02,43.09,13.76,18.71,11.38,2.14,1.34,4.415,3.449,0.896,0.07,207,Sub-Saharan Africa
,1975,15,64,30.93,44.52,14.99,22.25,13.5,2.28,1.35,4.923,3.799,1.051,0.073,233,Sub-Saharan Africa
,1980,15,64,27.68,42.94,16.26,27.03,15.64,2.35,1.35,5.442,4.127,1.241,0.074,244,Sub-Saharan Africa
,1985,15,64,23.85,41.03,16.38,32.59,18.47,2.53,1.51,6.022,4.467,1.474,0.081,273,Sub-Saharan Africa
,1990,15,64,20.19,40.75,17.52,36.73,20.61,2.33,1.47,6.479,4.773,1.63,0.076,361,Sub-Saharan Africa
,1995,15,64,20.16,45.85,20.64,31.76,18.32,2.23,1.36,6.209,4.706,1.431,0.072,423,Sub-Saharan Africa
,2000,15,64,22.15,49.37,21.71,26.64,15.42,1.82,1.21,5.739,4.48,1.199,0.061,494,Sub-Saharan Africa
,2005,15,64,22.2,46.24,21.06,30.1,16.84,1.47,0.99,5.927,4.565,1.313,0.049,550,Sub-Saharan Africa
,2010,15,64,21.93,42.81,19.17,34.09,18.26,1.17,0.8,6.123,4.637,1.447,0.039,627,Sub-Saharan Africa
,2015,15,64,20.63,43.42,16.28,30.52,16.6,5.44,2.02,6.275,4.606,1.519,0.149,661,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
